Y,X,Z
1.693719637563866,1.1983791944311608,0.9240368178997145
-2.910121961122634,-2.755520675095431,-0.2764599866017101
-0.5550527426215259,-0.6446037437857568,-0.5918375382011527
1.1038710949793584,0.4470337517099662,0.4619907448571252
1.1260445530393872,0.26934392908044524,0.765594472329074
1.358650404306912,-0.6911670310687216,-0.9489916812560806
6.165757898875409,1.556687351340923,0.08612479193601774
-0.35588031681833665,0.0936597214700352,0.3738896901732689
3.6659076318382615,0.9731999020986134,0.04723377985204191
0.78638463632171,-0.4938085332588318,-0.9617552343123035
-0.10750930549346194,-0.8971861237728085,-0.10967767372361203
-0.02957631532374999,0.1741904252339384,0.6663736637752196
-1.3815436730771657,-1.0088465293119504,-0.13062611953135805
-0.7661562831736068,-1.5206313400226927,-0.6681636626522918
0.636471484216129,-0.34815263313035316,-0.1411155117910432
-1.3454485526805195,-2.674210893275803,-0.9609585057432579
-0.16430591259895466,-0.5413832762793196,-0.7865475377603575
0.29518672218361114,0.2599990015625243,0.8609546177882739
-1.9297776614411761,-0.931441588538122,0.19118410843827816
1.7057389310732898,0.1107237669470339,0.08267151483761492
4.355149041251388,1.5723574329906227,0.7508948776621125
5.842555391496436,2.2043977458959403,0.9731649065593624
0.9045522923897918,0.04861423301356049,0.2137254103116295
1.9725697378303797,0.5606377996196568,0.3157080119220945
5.929639060114718,2.5326236170860086,0.9063610269175866
-0.4836466328828609,0.05908152758809182,0.8660107836006865
3.1750094547957666,0.28946421746890905,-0.4890432744738811
5.252411579200717,1.901013432739999,0.6745720408811866
4.607212049182146,1.3030587102139592,0.3011966651378255
5.765226144399155,1.8437871639180845,0.22397979144322844
0.598002623982203,0.3107452105174591,0.4784021613065028
0.02291124238052597,-0.21723334619147677,0.39224300624830866
2.5896764134813535,0.6930899941740571,0.6383284984963928
0.20573883250765057,0.38408362914392113,0.7282970615717457
-0.13159583074542025,-0.2989280945593663,0.6682234634202957
2.416404336703513,1.1414960667804854,0.4888574288366079
6.544754546137924,2.3581878679747565,0.7403361456486577
0.03215360869441419,-0.40649411048126705,0.2323129649710316
2.3118584776830975,1.0979282230869472,0.5643231572201781
5.135991936802892,1.686544933414086,-0.26129538645371597
-0.16112942038813682,0.12524536685317278,0.7721025322866213
2.624424895885052,1.2618744654142944,0.8847494946707448
-1.4195529342942699,-2.6849033691481647,-0.8437807862309386
2.2738023793334223,0.8888066064285921,0.21671431316687273
3.2978374004394038,1.3086568249815147,-0.05756869494260641
5.2629588294700245,1.958475387488903,0.40764590595160266
3.744858853513393,1.2803924388030503,0.9973272611550508
2.1247367608665897,-0.02523195369627551,-0.2508718232370659
-0.7506664669947217,-0.9206496652995512,0.5433430350030704
-0.04373469361528115,0.3253855796832642,0.04352064363145414
3.042237830081822,0.9885016057917513,0.7473067360463206
-0.9988857680064811,-0.971596048723063,-0.2809898818151846
-1.8126297538165852,-1.5949076629309,-0.7304577314949889
-2.417995845281121,-2.0759512623376795,-0.48720567418541627
1.43033729393693,0.4701355184745104,-0.49661483070774803
3.8135378959285546,1.1879842091401434,0.3341926107988724
-1.3550573320582364,0.5964086410722431,0.9299700431764772
3.5278712968514188,0.6980066693603096,0.18555706235955016
5.075777138197245,2.003483429310996,0.8509809069023615
3.606503235644669,0.5003488374124598,-0.3228757364808412
2.3626299820709624,0.6244830279688324,0.18811544083391318
1.83849445379859,0.8801063045685389,0.7750357158547743
-1.059464377201853,-0.7162439830866326,-0.19731813398358522
4.3488871005532825,1.7313258881679188,0.5965935324674065
2.6117480553032,1.506060738714683,0.7803965601918825
1.5235914682386054,0.20067869297876115,0.13496171542107027
0.6019880714208915,-0.08577968608717393,0.1410456942154097
2.8340255818868174,0.5658881844877546,0.3555480304618983
0.7191138818507016,-0.4420049015904546,-0.41933135234175056
1.451003925949723,0.3705351527580773,-0.042481665554223724
2.568921778182507,1.3397827007786496,0.751938310189086
7.810957560864961,2.3223872531965397,0.10832936764778256
0.2946721317295107,-0.7523868146817012,-0.6772947326182785
2.4954158121179963,0.7475994035934495,0.31486290897413993
1.3635998929022006,0.7469113869546656,0.8269432307297369
2.808875527457989,1.0677608630677746,0.9537041408799276
4.7161679091407045,0.8767435224571265,-0.00968302073400329
-2.3046805986541936,-1.4926940042206165,-0.0842108002787405
-2.5067641797689446,-2.629495974762145,-0.8237841137490716
1.0448811854020827,0.920165232637111,0.9879029441496283
-0.07239794755773374,0.014124556226364882,0.9427151916858199
9.28759512412602,3.2098213024354965,0.8385903838573596
-3.1922175598053553,-2.620956867785974,-0.4313141654863313
0.2715417039655784,-0.07414981976627226,0.1438443018894522
0.11656361197955628,-1.098434804843451,-0.6826085935405584
0.3033892326915939,0.4242783772731867,0.25598573567023286
3.9438367484674166,1.7812488186502577,0.906741144339839
1.9707173987196513,0.47554592594893386,0.561178407092916
4.73979958105189,1.8206739139434538,0.30769939497903054
0.6608752039425575,-0.8525707431309187,-0.6138263932281309
-0.9043471278883894,-1.1320691738941555,-0.026403080331243167
-0.5139191854432248,-0.8347715887664049,-0.6764720159862314
-0.2885981068466871,-1.2451648520769159,-0.819349047917111
-0.5060844066590923,-1.700772584511787,-0.9014846250603941
2.5507293330068084,1.330040702363117,0.9026840643874066
0.4724153829876501,-0.2359290235353465,-0.12970005583254873
-3.0587631310100485,-2.4337684308568495,-0.31767517866252803
-2.1476669357947573,-1.6088695980530592,-0.08257628799878236
0.8538670075191712,0.1431138458149639,0.13231951164132116
2.3941763866702663,0.916660707796165,0.5987434958485349
-2.3165691993874087,-1.3464223680103224,-0.3335122308374374
2.6193315630661544,0.8263902177049863,0.6140198742172778
0.5141696772916037,-0.10240566562935383,0.23294323440858866
4.007715919672826,1.5951788220332803,0.5633305108696811
3.2597284899725647,0.8991730507798232,-0.6776634588954449
-0.9066247042187938,-1.3214480144107592,-0.944703204594159
11.796364905703026,3.6126783002145615,0.5122963012610646
-2.1763563264527575,-0.7841176523398887,-0.08168473278295285
0.6370739444172382,0.48826661212400696,0.5612667665493425
1.1238656300555072,0.22549376308021843,0.2824960019670453
-0.17837016024497387,-1.0211849424381927,-0.9151321952257967
-1.8713857479739926,-1.1918834064629258,0.5880995079121971
-1.3036140382231252,-2.2653139233782436,-0.764836489769513
6.993756276167113,2.4154494231582295,0.26428199373441474
4.289352742587482,0.8241226076043899,0.020764867433400225
-2.966431955194371,-2.5789739253081345,-0.8815121948576192
1.0982578367604379,0.6663945947983626,0.9201375033325043
2.681859325041246,0.7982427193055026,0.591001242240683
-1.0115676430622282,-0.7457900368451797,-0.1620944034351952
-2.3484768573393,-1.4734937907807022,-0.4597202148638644
-0.34294833716985373,-0.17108967946759818,0.6461346183925345
-1.6809638860402978,-2.0563833818709356,-0.3108981188516471
1.4196668880791117,-0.21746535251019303,-0.4656483749207234
1.4043296296642744,-0.2649691974202762,-0.03982068692676699
-3.2301196488598967,-2.848039248410113,-0.30409986372370557
4.018964892714973,1.5671024616584512,0.5605312790524113
6.55034461531627,2.473241814589871,0.6357396824605941
-1.2293608657227915,-0.8962822784424411,-0.5493333372098157
